Title,user_id,timestamp,comment,likes,reposts,sentiment
Trump to meet with US military leaders,user_5967,2025-10-09T01:38:10.546642,Glad to see this happening.,71,14,positive
Trump to meet with US military leaders,user_2471,2025-10-09T01:38:10.546645,Glad to see this happening.,63,48,positive
Trump to meet with US military leaders,user_9552,2025-10-09T01:38:10.546648,About time someone took action!,66,17,neutral
Trump to meet with US military leaders,user_7115,2025-10-09T01:38:10.546651,Glad to see this happening.,79,49,positive
Trump to meet with US military leaders,user_5825,2025-10-09T01:38:10.546654,Couldn't agree more with this approach.,45,23,negative
Russia attacks Ukraine with missiles and drones,user_3304,2025-10-09T01:38:10.546657,Couldn't agree more with this approach.,82,50,negative
Russia attacks Ukraine with missiles and drones,user_8626,2025-10-09T01:38:10.546660,This will strengthen our country.,71,46,positive
Russia attacks Ukraine with missiles and drones,user_4542,2025-10-09T01:38:10.546663,About time someone took action!,20,30,neutral
Russia attacks Ukraine with missiles and drones,user_3698,2025-10-09T01:38:10.546666,Couldn't agree more with this approach.,77,49,negative
Russia attacks Ukraine with missiles and drones,user_3121,2025-10-09T01:38:10.546669,Glad to see this happening.,99,46,positive
Russia attacks Ukraine with missiles and drones,user_5591,2025-10-09T01:38:10.546672,Makes perfect sense to me.,76,45,positive
Russia attacks Ukraine with missiles and drones,user_8380,2025-10-09T01:38:10.546675,Couldn't agree more with this approach.,47,36,negative
Russia attacks Ukraine with missiles and drones,user_1663,2025-10-09T01:38:10.546678,Glad to see this happening.,74,24,positive
Russia attacks Ukraine with missiles and drones,user_1255,2025-10-09T01:38:10.546682,Right decision at the right time.,54,4,neutral
Russia attacks Ukraine with missiles and drones,user_1826,2025-10-09T01:38:10.546685,Makes perfect sense to me.,20,36,positive
Russia attacks Ukraine with missiles and drones,user_5879,2025-10-09T01:38:10.546688,Couldn't agree more with this approach.,12,28,negative
Russia attacks Ukraine with missiles and drones,user_3798,2025-10-09T01:38:10.546691,Glad to see this happening.,21,30,positive
Russia attacks Ukraine with missiles and drones,user_3897,2025-10-09T01:38:10.546693,This will strengthen our country.,15,33,positive
Russia attacks Ukraine with missiles and drones,user_2344,2025-10-09T01:38:10.546696,Glad to see this happening.,53,32,positive
Russia attacks Ukraine with missiles and drones,user_7654,2025-10-09T01:38:10.546699,About time someone took action!,26,17,neutral
Russia attacks Ukraine with missiles and drones,user_1159,2025-10-09T01:38:10.546702,This will strengthen our country.,84,14,positive
Russia attacks Ukraine with missiles and drones,user_4254,2025-10-09T01:38:10.546705,Couldn't agree more with this approach.,71,11,negative
Russia attacks Ukraine with missiles and drones,user_1224,2025-10-09T01:38:10.546708,Couldn't agree more with this approach.,66,50,negative
Russia attacks Ukraine with missiles and drones,user_3110,2025-10-09T01:38:10.546711,This is exactly what we need.,35,13,neutral
Russia attacks Ukraine with missiles and drones,user_1300,2025-10-09T01:38:10.546716,About time someone took action!,66,9,neutral
Seattle and state prepared as Trump deploys troops to Portland,user_6704,2025-10-09T01:38:10.546720,Glad to see this happening.,62,46,positive
Seattle and state prepared as Trump deploys troops to Portland,user_7813,2025-10-09T01:38:10.546723,"Finally, leadership we can trust.",26,10,positive
Seattle and state prepared as Trump deploys troops to Portland,user_3398,2025-10-09T01:38:10.546726,Makes perfect sense to me.,36,18,positive
Seattle and state prepared as Trump deploys troops to Portland,user_4038,2025-10-09T01:38:10.546729,Strong leadership is what we need.,83,7,positive
Seattle and state prepared as Trump deploys troops to Portland,user_5151,2025-10-09T01:38:10.546733,Strong leadership is what we need.,20,30,positive
Seattle and state prepared as Trump deploys troops to Portland,user_7904,2025-10-09T01:38:10.546736,Couldn't agree more with this approach.,31,8,negative
Seattle and state prepared as Trump deploys troops to Portland,user_1074,2025-10-09T01:38:10.546739,This shows accountability.,33,2,neutral
Seattle and state prepared as Trump deploys troops to Portland,user_4156,2025-10-09T01:38:10.546742,This will strengthen our country.,85,35,positive
Seattle and state prepared as Trump deploys troops to Portland,user_9926,2025-10-09T01:38:10.546745,Right decision at the right time.,6,19,neutral
Seattle and state prepared as Trump deploys troops to Portland,user_8354,2025-10-09T01:38:10.546748,This shows accountability.,52,3,neutral
Seattle and state prepared as Trump deploys troops to Portland,user_5608,2025-10-09T01:38:10.546751,This is exactly what we need.,99,36,neutral
Seattle and state prepared as Trump deploys troops to Portland,user_1387,2025-10-09T01:38:10.546754,"Finally, leadership we can trust.",98,0,positive
Seattle and state prepared as Trump deploys troops to Portland,user_2837,2025-10-09T01:38:10.546757,"Finally, leadership we can trust.",14,44,positive
Seattle and state prepared as Trump deploys troops to Portland,user_8325,2025-10-09T01:38:10.546759,Makes perfect sense to me.,11,18,positive
Seattle and state prepared as Trump deploys troops to Portland,user_4698,2025-10-09T01:38:10.546763,Makes perfect sense to me.,81,27,positive
Seattle and state prepared as Trump deploys troops to Portland,user_1680,2025-10-09T01:38:10.546765,Makes perfect sense to me.,44,8,positive
Seattle and state prepared as Trump deploys troops to Portland,user_5712,2025-10-09T01:38:10.546768,Right decision at the right time.,66,7,neutral
Seattle and state prepared as Trump deploys troops to Portland,user_2496,2025-10-09T01:38:10.546774,Strong leadership is what we need.,97,1,positive
Seattle and state prepared as Trump deploys troops to Portland,user_6673,2025-10-09T01:38:10.546777,Glad to see this happening.,51,15,positive
Seattle and state prepared as Trump deploys troops to Portland,user_4273,2025-10-09T01:38:10.546780,Couldn't agree more with this approach.,13,35,negative
Des Moines superintendent on leave after ICE detention,user_9385,2025-10-09T01:38:10.546783,Strong leadership is what we need.,0,49,positive
Des Moines superintendent on leave after ICE detention,user_1447,2025-10-09T01:38:10.546786,Right decision at the right time.,73,2,neutral
Des Moines superintendent on leave after ICE detention,user_7417,2025-10-09T01:38:10.546789,Makes perfect sense to me.,86,28,positive
Des Moines superintendent on leave after ICE detention,user_1374,2025-10-09T01:38:10.546791,About time someone took action!,90,44,neutral
Des Moines superintendent on leave after ICE detention,user_5005,2025-10-09T01:38:10.546795,Strong leadership is what we need.,31,8,positive
Des Moines superintendent on leave after ICE detention,user_6875,2025-10-09T01:38:10.546798,Couldn't agree more with this approach.,44,35,negative
Des Moines superintendent on leave after ICE detention,user_7621,2025-10-09T01:38:10.546801,"Finally, leadership we can trust.",98,42,positive
Des Moines superintendent on leave after ICE detention,user_9837,2025-10-09T01:38:10.546804,Strong leadership is what we need.,92,1,positive
Des Moines superintendent on leave after ICE detention,user_6061,2025-10-09T01:38:10.546807,"Finally, leadership we can trust.",97,9,positive
Des Moines superintendent on leave after ICE detention,user_8736,2025-10-09T01:38:10.546810,Strong leadership is what we need.,94,38,positive
Des Moines superintendent on leave after ICE detention,user_9141,2025-10-09T01:38:10.546812,Glad to see this happening.,45,26,positive
Des Moines superintendent on leave after ICE detention,user_1129,2025-10-09T01:38:10.546817,Right decision at the right time.,19,8,neutral
Des Moines superintendent on leave after ICE detention,user_7199,2025-10-09T01:38:10.546820,Makes perfect sense to me.,69,42,positive
Des Moines superintendent on leave after ICE detention,user_7510,2025-10-09T01:38:10.546823,"Finally, leadership we can trust.",91,13,positive
Des Moines superintendent on leave after ICE detention,user_9924,2025-10-09T01:38:10.546826,Right decision at the right time.,21,19,neutral
Des Moines superintendent on leave after ICE detention,user_3215,2025-10-09T01:38:10.546831,About time someone took action!,82,45,neutral
Des Moines superintendent on leave after ICE detention,user_9562,2025-10-09T01:38:10.546834,About time someone took action!,84,6,neutral
Des Moines superintendent on leave after ICE detention,user_9574,2025-10-09T01:38:10.546838,This shows accountability.,38,33,neutral
Des Moines superintendent on leave after ICE detention,user_2872,2025-10-09T01:38:10.546840,"Finally, leadership we can trust.",65,21,positive
Des Moines superintendent on leave after ICE detention,user_8402,2025-10-09T01:38:10.546843,This is exactly what we need.,98,18,neutral
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_2594,2025-10-09T01:38:10.546849,This is exactly what we need.,20,1,neutral
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_4471,2025-10-09T01:38:10.546852,Glad to see this happening.,29,3,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_8694,2025-10-09T01:38:10.546855,About time someone took action!,70,11,neutral
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_3869,2025-10-09T01:38:10.546857,Strong leadership is what we need.,47,46,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_5953,2025-10-09T01:38:10.546860,"Finally, leadership we can trust.",72,46,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_5759,2025-10-09T01:38:10.546863,This will strengthen our country.,18,28,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_9219,2025-10-09T01:38:10.546866,Strong leadership is what we need.,43,19,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_6196,2025-10-09T01:38:10.546869,Makes perfect sense to me.,72,24,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_7352,2025-10-09T01:38:10.546872,Strong leadership is what we need.,44,4,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_4440,2025-10-09T01:38:10.546875,Glad to see this happening.,55,13,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_3139,2025-10-09T01:38:10.546878,About time someone took action!,20,4,neutral
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_4781,2025-10-09T01:38:10.546881,This is exactly what we need.,24,36,neutral
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_2681,2025-10-09T01:38:10.546883,Glad to see this happening.,26,36,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_9623,2025-10-09T01:38:10.546889,Strong leadership is what we need.,73,11,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_6667,2025-10-09T01:38:10.546891,This is exactly what we need.,17,27,neutral
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_1219,2025-10-09T01:38:10.546896,This will strengthen our country.,64,18,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_6043,2025-10-09T01:38:10.546899,Makes perfect sense to me.,27,20,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_2866,2025-10-09T01:38:10.546902,This will strengthen our country.,29,0,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_2604,2025-10-09T01:38:10.546906,Glad to see this happening.,95,44,positive
"Dallin Oaks, focusing on LGBTQ+ issues, likely to lead LDS Church",user_1927,2025-10-09T01:38:10.546909,Couldn't agree more with this approach.,33,49,negative
Change in forecasted path of Tropical Depression Nine,user_6649,2025-10-09T01:38:10.546913,"Finally, leadership we can trust.",14,46,positive
Change in forecasted path of Tropical Depression Nine,user_1835,2025-10-09T01:38:10.546917,"Finally, leadership we can trust.",96,1,positive
Change in forecasted path of Tropical Depression Nine,user_5922,2025-10-09T01:38:10.546921,This is exactly what we need.,16,9,neutral
Change in forecasted path of Tropical Depression Nine,user_3024,2025-10-09T01:38:10.546924,Glad to see this happening.,95,25,positive
Change in forecasted path of Tropical Depression Nine,user_7458,2025-10-09T01:38:10.546927,Glad to see this happening.,64,27,positive
Change in forecasted path of Tropical Depression Nine,user_3502,2025-10-09T01:38:10.546930,Right decision at the right time.,47,9,neutral
Change in forecasted path of Tropical Depression Nine,user_9890,2025-10-09T01:38:10.546933,Right decision at the right time.,20,17,neutral
Change in forecasted path of Tropical Depression Nine,user_5755,2025-10-09T01:38:10.546935,Couldn't agree more with this approach.,48,9,negative
Change in forecasted path of Tropical Depression Nine,user_8433,2025-10-09T01:38:10.546938,Strong leadership is what we need.,25,22,positive
Change in forecasted path of Tropical Depression Nine,user_7644,2025-10-09T01:38:10.546941,Strong leadership is what we need.,75,29,positive
Change in forecasted path of Tropical Depression Nine,user_9984,2025-10-09T01:38:10.546944,Glad to see this happening.,95,34,positive
Change in forecasted path of Tropical Depression Nine,user_1436,2025-10-09T01:38:10.546947,About time someone took action!,27,29,neutral
Change in forecasted path of Tropical Depression Nine,user_2517,2025-10-09T01:38:10.546952,Right decision at the right time.,32,8,neutral
Change in forecasted path of Tropical Depression Nine,user_8118,2025-10-09T01:38:10.546954,Glad to see this happening.,60,2,positive
Change in forecasted path of Tropical Depression Nine,user_9134,2025-10-09T01:38:10.546957,About time someone took action!,65,37,neutral
Change in forecasted path of Tropical Depression Nine,user_5499,2025-10-09T01:38:10.546960,This shows accountability.,9,39,neutral
Change in forecasted path of Tropical Depression Nine,user_9976,2025-10-09T01:38:10.546963,Glad to see this happening.,37,27,positive
Change in forecasted path of Tropical Depression Nine,user_8909,2025-10-09T01:38:10.546966,"Finally, leadership we can trust.",53,46,positive
Change in forecasted path of Tropical Depression Nine,user_9416,2025-10-09T01:38:10.546969,This will strengthen our country.,71,3,positive
Change in forecasted path of Tropical Depression Nine,user_3992,2025-10-09T01:38:10.546972,About time someone took action!,48,46,neutral
Trump Administration's push to prosecute James Comey,user_7295,2025-10-09T01:38:10.546976,Couldn't agree more with this approach.,33,41,negative
Trump Administration's push to prosecute James Comey,user_9191,2025-10-09T01:38:10.546978,Makes perfect sense to me.,2,8,positive
Trump Administration's push to prosecute James Comey,user_7326,2025-10-09T01:38:10.546981,This is exactly what we need.,15,17,neutral
Trump Administration's push to prosecute James Comey,user_8809,2025-10-09T01:38:10.546984,Makes perfect sense to me.,57,12,positive
Trump Administration's push to prosecute James Comey,user_6710,2025-10-09T01:38:10.546987,"Finally, leadership we can trust.",18,49,positive
Trump Administration's push to prosecute James Comey,user_4785,2025-10-09T01:38:10.546990,This shows accountability.,17,43,neutral
Trump Administration's push to prosecute James Comey,user_7858,2025-10-09T01:38:10.546993,Couldn't agree more with this approach.,81,15,negative
Trump Administration's push to prosecute James Comey,user_3895,2025-10-09T01:38:10.546995,About time someone took action!,26,41,neutral
Trump Administration's push to prosecute James Comey,user_6195,2025-10-09T01:38:10.546998,Makes perfect sense to me.,4,13,positive
Trump Administration's push to prosecute James Comey,user_2817,2025-10-09T01:38:10.547001,Right decision at the right time.,64,38,neutral
Trump Administration's push to prosecute James Comey,user_8104,2025-10-09T01:38:10.547007,Right decision at the right time.,44,15,neutral
Trump Administration's push to prosecute James Comey,user_7561,2025-10-09T01:38:10.547010,Strong leadership is what we need.,48,23,positive
Trump Administration's push to prosecute James Comey,user_6479,2025-10-09T01:38:10.547023,Couldn't agree more with this approach.,98,28,negative
Trump Administration's push to prosecute James Comey,user_6915,2025-10-09T01:38:10.547026,Strong leadership is what we need.,44,18,positive
Trump Administration's push to prosecute James Comey,user_9092,2025-10-09T01:38:10.547029,Strong leadership is what we need.,92,8,positive
Trump Administration's push to prosecute James Comey,user_4766,2025-10-09T01:38:10.547032,Strong leadership is what we need.,43,38,positive
Trump Administration's push to prosecute James Comey,user_2282,2025-10-09T01:38:10.547035,This will strengthen our country.,74,38,positive
Trump Administration's push to prosecute James Comey,user_4726,2025-10-09T01:38:10.547038,Right decision at the right time.,85,18,neutral
Trump Administration's push to prosecute James Comey,user_9794,2025-10-09T01:38:10.547041,"Finally, leadership we can trust.",75,30,positive
Trump Administration's push to prosecute James Comey,user_6958,2025-10-09T01:38:10.547044,Couldn't agree more with this approach.,15,4,negative
Moldovans vote in election with Russian interference claims,user_5551,2025-10-09T01:38:10.547047,This shows accountability.,58,30,neutral
Moldovans vote in election with Russian interference claims,user_3857,2025-10-09T01:38:10.547050,This will strengthen our country.,41,36,positive
Moldovans vote in election with Russian interference claims,user_7234,2025-10-09T01:38:10.547053,This shows accountability.,9,8,neutral
Moldovans vote in election with Russian interference claims,user_8343,2025-10-09T01:38:10.547056,Glad to see this happening.,66,14,positive
Moldovans vote in election with Russian interference claims,user_6617,2025-10-09T01:38:10.547059,This is exactly what we need.,88,25,neutral
Moldovans vote in election with Russian interference claims,user_4318,2025-10-09T01:38:10.547062,Glad to see this happening.,69,41,positive
Moldovans vote in election with Russian interference claims,user_4950,2025-10-09T01:38:10.547067,Makes perfect sense to me.,41,15,positive
Moldovans vote in election with Russian interference claims,user_5636,2025-10-09T01:38:10.547070,Right decision at the right time.,22,45,neutral
Moldovans vote in election with Russian interference claims,user_8111,2025-10-09T01:38:10.547075,This is exactly what we need.,25,29,neutral
Moldovans vote in election with Russian interference claims,user_6578,2025-10-09T01:38:10.547078,This will strengthen our country.,73,6,positive
Moldovans vote in election with Russian interference claims,user_6823,2025-10-09T01:38:10.547081,Makes perfect sense to me.,8,45,positive
Moldovans vote in election with Russian interference claims,user_1812,2025-10-09T01:38:10.547084,"Finally, leadership we can trust.",41,38,positive
Moldovans vote in election with Russian interference claims,user_2879,2025-10-09T01:38:10.547087,About time someone took action!,76,36,neutral
Moldovans vote in election with Russian interference claims,user_2409,2025-10-09T01:38:10.547090,This shows accountability.,19,5,neutral
Moldovans vote in election with Russian interference claims,user_6937,2025-10-09T01:38:10.547092,Couldn't agree more with this approach.,19,50,negative
Moldovans vote in election with Russian interference claims,user_1438,2025-10-09T01:38:10.547095,About time someone took action!,3,28,neutral
Moldovans vote in election with Russian interference claims,user_5925,2025-10-09T01:38:10.547098,About time someone took action!,56,15,neutral
Moldovans vote in election with Russian interference claims,user_9409,2025-10-09T01:38:10.547101,Strong leadership is what we need.,56,7,positive
Moldovans vote in election with Russian interference claims,user_4826,2025-10-09T01:38:10.547106,Strong leadership is what we need.,42,27,positive
Moldovans vote in election with Russian interference claims,user_1134,2025-10-09T01:38:10.547109,Makes perfect sense to me.,33,20,positive
Iran sanctions reimposed after nuclear deal,user_5906,2025-10-09T01:38:10.547114,"Finally, leadership we can trust.",55,19,positive
Iran sanctions reimposed after nuclear deal,user_8677,2025-10-09T01:38:10.547117,This will strengthen our country.,0,21,positive
Iran sanctions reimposed after nuclear deal,user_5761,2025-10-09T01:38:10.547123,"Finally, leadership we can trust.",50,15,positive
Iran sanctions reimposed after nuclear deal,user_2153,2025-10-09T01:38:10.547126,This will strengthen our country.,38,27,positive
Iran sanctions reimposed after nuclear deal,user_8088,2025-10-09T01:38:10.547129,Right decision at the right time.,63,17,neutral
Iran sanctions reimposed after nuclear deal,user_5696,2025-10-09T01:38:10.547158,This will strengthen our country.,32,45,positive
Iran sanctions reimposed after nuclear deal,user_2080,2025-10-09T01:38:10.547162,This shows accountability.,0,15,neutral
Iran sanctions reimposed after nuclear deal,user_2792,2025-10-09T01:38:10.547166,This will strengthen our country.,69,38,positive
Iran sanctions reimposed after nuclear deal,user_6215,2025-10-09T01:38:10.547169,Strong leadership is what we need.,90,10,positive
Iran sanctions reimposed after nuclear deal,user_2526,2025-10-09T01:38:10.547172,Glad to see this happening.,100,40,positive
Iran sanctions reimposed after nuclear deal,user_3108,2025-10-09T01:38:10.547175,Strong leadership is what we need.,96,20,positive
Iran sanctions reimposed after nuclear deal,user_5710,2025-10-09T01:38:10.547178,Right decision at the right time.,3,47,neutral
Iran sanctions reimposed after nuclear deal,user_8630,2025-10-09T01:38:10.547181,Couldn't agree more with this approach.,38,48,negative
Iran sanctions reimposed after nuclear deal,user_2720,2025-10-09T01:38:10.547184,Right decision at the right time.,93,32,neutral
Iran sanctions reimposed after nuclear deal,user_7696,2025-10-09T01:38:10.547187,"Finally, leadership we can trust.",78,1,positive
Iran sanctions reimposed after nuclear deal,user_9850,2025-10-09T01:38:10.547189,About time someone took action!,18,18,neutral
Iran sanctions reimposed after nuclear deal,user_8309,2025-10-09T01:38:10.547192,"Finally, leadership we can trust.",32,46,positive
Iran sanctions reimposed after nuclear deal,user_3786,2025-10-09T01:38:10.547195,Right decision at the right time.,79,21,neutral
Iran sanctions reimposed after nuclear deal,user_2715,2025-10-09T01:38:10.547198,"Finally, leadership we can trust.",92,13,positive
Iran sanctions reimposed after nuclear deal,user_4126,2025-10-09T01:38:10.547201,Right decision at the right time.,41,40,neutral
40 dead after stampede at political rally in India,user_1080,2025-10-09T01:38:10.547204,Makes perfect sense to me.,10,4,positive
40 dead after stampede at political rally in India,user_4137,2025-10-09T01:38:10.547207,Makes perfect sense to me.,90,20,positive
40 dead after stampede at political rally in India,user_9354,2025-10-09T01:38:10.547210,Glad to see this happening.,78,1,positive
40 dead after stampede at political rally in India,user_5316,2025-10-09T01:38:10.547213,"Finally, leadership we can trust.",75,24,positive
40 dead after stampede at political rally in India,user_5702,2025-10-09T01:38:10.547216,Couldn't agree more with this approach.,23,31,negative
40 dead after stampede at political rally in India,user_3610,2025-10-09T01:38:10.547222,This shows accountability.,39,44,neutral
40 dead after stampede at political rally in India,user_4962,2025-10-09T01:38:10.547225,Strong leadership is what we need.,56,43,positive
40 dead after stampede at political rally in India,user_5936,2025-10-09T01:38:10.547228,This is exactly what we need.,66,29,neutral
40 dead after stampede at political rally in India,user_6855,2025-10-09T01:38:10.547231,Couldn't agree more with this approach.,73,10,negative
40 dead after stampede at political rally in India,user_6958,2025-10-09T01:38:10.547234,About time someone took action!,55,40,neutral
40 dead after stampede at political rally in India,user_4879,2025-10-09T01:38:10.547241,About time someone took action!,3,14,neutral
40 dead after stampede at political rally in India,user_5329,2025-10-09T01:38:10.547246,Makes perfect sense to me.,47,11,positive
40 dead after stampede at political rally in India,user_6947,2025-10-09T01:38:10.547251,"Finally, leadership we can trust.",18,32,positive
40 dead after stampede at political rally in India,user_6347,2025-10-09T01:38:10.547255,Strong leadership is what we need.,10,32,positive
40 dead after stampede at political rally in India,user_5912,2025-10-09T01:38:10.547258,Right decision at the right time.,86,24,neutral
40 dead after stampede at political rally in India,user_3429,2025-10-09T01:38:10.547261,This is exactly what we need.,3,20,neutral
40 dead after stampede at political rally in India,user_8822,2025-10-09T01:38:10.547265,About time someone took action!,14,16,neutral
40 dead after stampede at political rally in India,user_8298,2025-10-09T01:38:10.547267,This shows accountability.,62,20,neutral
40 dead after stampede at political rally in India,user_4194,2025-10-09T01:38:10.547272,Right decision at the right time.,57,36,neutral
40 dead after stampede at political rally in India,user_2248,2025-10-09T01:38:10.547275,Makes perfect sense to me.,71,44,positive
IDF controls over half of Gaza City,user_1303,2025-10-09T01:38:10.547279,This will strengthen our country.,42,4,positive
IDF controls over half of Gaza City,user_6943,2025-10-09T01:38:10.547282,Couldn't agree more with this approach.,55,8,negative
IDF controls over half of Gaza City,user_9618,2025-10-09T01:38:10.547285,This is exactly what we need.,11,41,neutral
IDF controls over half of Gaza City,user_9642,2025-10-09T01:38:10.547289,This is exactly what we need.,0,21,neutral
IDF controls over half of Gaza City,user_7750,2025-10-09T01:38:10.547292,Right decision at the right time.,59,27,neutral
IDF controls over half of Gaza City,user_5408,2025-10-09T01:38:10.547295,Strong leadership is what we need.,31,0,positive
IDF controls over half of Gaza City,user_3967,2025-10-09T01:38:10.547298,Right decision at the right time.,12,13,neutral
IDF controls over half of Gaza City,user_2091,2025-10-09T01:38:10.547303,About time someone took action!,0,17,neutral
IDF controls over half of Gaza City,user_3604,2025-10-09T01:38:10.547308,Makes perfect sense to me.,55,0,positive
IDF controls over half of Gaza City,user_8124,2025-10-09T01:38:10.547313,Couldn't agree more with this approach.,94,14,negative
IDF controls over half of Gaza City,user_4674,2025-10-09T01:38:10.547318,Couldn't agree more with this approach.,31,41,negative
IDF controls over half of Gaza City,user_4058,2025-10-09T01:38:10.547323,Couldn't agree more with this approach.,9,32,negative
IDF controls over half of Gaza City,user_6960,2025-10-09T01:38:10.547336,About time someone took action!,45,43,neutral
IDF controls over half of Gaza City,user_7054,2025-10-09T01:38:10.547339,Couldn't agree more with this approach.,100,11,negative
IDF controls over half of Gaza City,user_5314,2025-10-09T01:38:10.547342,Couldn't agree more with this approach.,9,44,negative
IDF controls over half of Gaza City,user_6900,2025-10-09T01:38:10.547345,Right decision at the right time.,6,36,neutral
IDF controls over half of Gaza City,user_4146,2025-10-09T01:38:10.547348,This will strengthen our country.,36,34,positive
IDF controls over half of Gaza City,user_7707,2025-10-09T01:38:10.547351,Makes perfect sense to me.,8,9,positive
IDF controls over half of Gaza City,user_1169,2025-10-09T01:38:10.547354,Strong leadership is what we need.,47,19,positive
IDF controls over half of Gaza City,user_3115,2025-10-09T01:38:10.547358,Strong leadership is what we need.,40,36,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_3843,2025-10-09T01:38:10.547362,This shows accountability.,49,36,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_4955,2025-10-09T01:38:10.547368,Strong leadership is what we need.,96,47,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_3834,2025-10-09T01:38:10.547371,"Finally, leadership we can trust.",89,37,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_4687,2025-10-09T01:38:10.547374,Glad to see this happening.,35,40,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_3716,2025-10-09T01:38:10.547377,This is exactly what we need.,41,45,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_1714,2025-10-09T01:38:10.547380,Makes perfect sense to me.,89,20,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_2619,2025-10-09T01:38:10.547383,Right decision at the right time.,74,31,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7508,2025-10-09T01:38:10.547386,"Finally, leadership we can trust.",29,43,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_9764,2025-10-09T01:38:10.547389,This will strengthen our country.,96,13,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_3810,2025-10-09T01:38:10.547392,This shows accountability.,16,15,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_3189,2025-10-09T01:38:10.547395,This shows accountability.,35,44,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_2573,2025-10-09T01:38:10.547398,This will strengthen our country.,26,43,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_2385,2025-10-09T01:38:10.547401,Makes perfect sense to me.,49,41,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_9284,2025-10-09T01:38:10.547403,This is exactly what we need.,80,2,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_4552,2025-10-09T01:38:10.547406,Right decision at the right time.,52,5,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_4200,2025-10-09T01:38:10.547409,Couldn't agree more with this approach.,1,45,negative
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7585,2025-10-09T01:38:10.547412,"Finally, leadership we can trust.",13,49,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_4076,2025-10-09T01:38:10.547415,This shows accountability.,43,2,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_8306,2025-10-09T01:38:10.547418,"Finally, leadership we can trust.",43,16,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_1683,2025-10-09T01:38:10.547421,Right decision at the right time.,68,15,neutral
L.A. buyers rush for EVs as tax breaks expire,user_8205,2025-10-09T01:38:10.547426,Makes perfect sense to me.,47,48,positive
L.A. buyers rush for EVs as tax breaks expire,user_3206,2025-10-09T01:38:10.547429,"Finally, leadership we can trust.",93,13,positive
L.A. buyers rush for EVs as tax breaks expire,user_9207,2025-10-09T01:38:10.547432,Couldn't agree more with this approach.,58,5,negative
L.A. buyers rush for EVs as tax breaks expire,user_4182,2025-10-09T01:38:10.547435,This is exactly what we need.,1,40,neutral
L.A. buyers rush for EVs as tax breaks expire,user_7948,2025-10-09T01:38:10.547438,About time someone took action!,26,13,neutral
L.A. buyers rush for EVs as tax breaks expire,user_3165,2025-10-09T01:38:10.547441,Couldn't agree more with this approach.,88,19,negative
